author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ID 50129336;https://www.cian.ru/sale/flat/288397060/;Москва;sale;flat;2;5;1;17.5;6800000;Нижегородский;2-я Фрезерная;Андроновка;My Space на Фрезерной
А101;https://www.cian.ru/sale/flat/273051506/;Москва;sale;flat;9;16;1;23.7;6938215;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273053366/;Москва;sale;flat;14;15;1;20.9;6906902;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273052746/;Москва;sale;flat;11;15;1;19.1;6929124;;;Филатов Луг;
А101;https://www.cian.ru/sale/flat/277903379/;Москва;sale;flat;17;17;1;20.4;6903741;;;Бунинская аллея;
ПИК;https://www.cian.ru/sale/flat/273788285/;Москва;sale;flat;9;23;1;19.7;6937609;Текстильщики;Юго-Восточный ао;Угрешская;Волжский Парк ЖК
А101;https://www.cian.ru/sale/flat/275546556/;Москва;sale;flat;11;16;1;23.8;6983037;;;Улица Скобелевская;
Владис;https://www.cian.ru/sale/flat/286432384/;Москва;sale;flat;4;22;1;27.0;6950000;;;Саларьево;
ПИК;https://www.cian.ru/sale/flat/275859562/;Москва;sale;flat;11;11;1;20.0;6971492;Северное Медведково;к1.2;Медведково;Полар ЖК
ПИК;https://www.cian.ru/sale/flat/270795240/;Москва;sale;flat;18;23;1;19.8;6983359;Царицыно;;Кантемировская;Кавказский Бульвар 51 ЖК
ПИК;https://www.cian.ru/sale/flat/272237811/;Москва;sale;flat;28;33;1;21.8;6980768;Чертаново Южное;;Красный Строитель;Ютаново ЖК
ID 13784087;https://www.cian.ru/sale/flat/280800909/;Москва;sale;flat;3;4;1;29.0;6950000;Соколиная гора;2-й Вольный переулок;Соколиная гора;
А101;https://www.cian.ru/sale/flat/273051919/;Москва;sale;flat;10;15;1;23.6;7091295;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273053405/;Москва;sale;flat;9;15;1;23.7;7074107;;;Прокшино;
Владис;https://www.cian.ru/sale/flat/273006492/;Москва;sale;flat;22;23;1;19.5;7000000;Текстильщики;1-й Грайвороновский проезд;Стахановская;Волжский парк
ПИК;https://www.cian.ru/sale/flat/275130135/;Москва;sale;flat;15;33;1;25.5;7008658;Люблино;к13.3;Перерва;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/270782972/;Москва;sale;flat;18;25;1;23.3;7022118;Люблино;;Депо;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/277250038/;Москва;sale;flat;20;33;1;19.9;7065591;Нагатино-Садовники;;Коломенская;Второй Нагатинский ЖК
ПИК;https://www.cian.ru/sale/flat/276932583/;Москва;sale;flat;13;33;1;19.9;7022434;Нагатино-Садовники;к1.1;Нагатинская;Второй Нагатинский ЖК
ПИК;https://www.cian.ru/sale/flat/270796772/;Москва;sale;flat;11;33;1;21.8;7041707;Царицыно;;Кантемировская;Кавказский Бульвар 51 ЖК
ПИК;https://www.cian.ru/sale/flat/277323998/;Москва;sale;flat;24;33;1;19.8;7030130;Отрадное;;Владыкино;Сигнальный 16 ЖК
ПИК;https://www.cian.ru/sale/flat/277941255/;Москва;sale;flat;16;17;1;23.8;7062876;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
А101;https://www.cian.ru/sale/flat/275545917/;Москва;sale;flat;9;9;1;21.5;7126954;;;Улица Скобелевская;
А101;https://www.cian.ru/sale/flat/276746992/;Москва;sale;flat;13;16;1;23.8;7101866;;;Улица Скобелевская;
Владис;https://www.cian.ru/sale/flat/287074597/;Москва;sale;flat;1;5;-1;26.6;7105000;Марфино;Гостиничная;Окружная;
Владис;https://www.cian.ru/sale/flat/285774450/;Москва;sale;flat;5;16;1;21.1;7100000;;;Прокшино;
